Serial Number,Category,Site No,CSN View,ASR Name,ASR EMail,SAM Name,Modem,Site Name,City,State,Installed,Install Status,Contract Line Start,Contract Line End,Entitlement Status,Last Connect Home Date,Model,TLA Part Number,District,Country,SYR Derived Code,SYR Derived Source,Install Base Code,Target Microcode,CE Email,Theater,Division,Region
4F752025,Data Domain,2461442,2461535,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PHOENIX,AZ,3/19/2015 0:00,Install,3/16/2015,4/10/2015,Entitled,,DD990-CTL-B,P-DD990-CTL,District 9,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
AP000841,Celerra,2461442,2461535,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PHOENIX,AZ,10/29/2010 0:00,Install,11/1/2014,1/29/2015,Not Entitled,,NS480-AUX,100-520-674,District 9,United States,04.30.000.5.511,InstallBase,04.30.000.5.511,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
AP001317,Celerra,2461442,2461535,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PHOENIX,AZ,10/29/2010 0:00,Install,11/1/2014,1/29/2015,Not Entitled,8/25/2013 7:03,NS4824-A,100-520-670,District 9,United States,6.0.60.2,Config,6.0.60.2,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
BR14G00J,Connectrix,2461442,2461535,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PHOENIX,AZ,7/1/2011 0:00,Install,7/1/2014,12/31/2014,Not Entitled,4/2/2012 12:47,ED-DCX-4S-B,100-652-565,District 9,United States,6.3.1a,Install Base,6.3.1a,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
BR14G00K,Connectrix,2461442,2461535,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PHOENIX,AZ,7/1/2011 0:00,Install,7/1/2014,12/31/2014,Not Entitled,10/8/2012 12:46,ED-DCX-4S-B,100-652-565,District 9,United States,6.4.2a,Install Base,6.4.2a,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
BR004282,Switch,2461442,2461535,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PHOENIX,AZ,12/7/2006 14:00,Install,,,,,ED-48000B,250-099-900,District 9,United States,,,6.1,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
BR004596,Switch,2461442,2461535,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PHOENIX,AZ,12/7/2006 14:00,Install,,,,,ED-48000B,250-099-900,District 9,United States,,,7.0.0,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
HK402284,Connectrix,2461442,2461535,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PHOENIX,AZ,12/7/2006 14:00,Install - T&M,1/1/2013,3/31/2013,Not Entitled,9/26/2013 14:38,EC-1500-B,900-620-006,District 9,United States,CUSTOMER INSTALLABLE,Install Base,CUSTOMER INSTALLABLE,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
HK604658,Symmetrix,2461442,2461535,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PHOENIX,AZ,2/3/2012 12:00,Install,1/1/2015,12/31/2015,Entitled,4/1/2015 20:28,SB-3D,900-886-010,District 9,United States,5876.268.174,ERRS,5876.268.174,5876.268.174,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
HK701333,Symmetrix,2461442,2461535,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PHOENIX,AZ,6/9/2013 0:00,Install,5/1/2013,4/30/2016,Entitled,4/1/2015 18:15,SD-3D,900-886-016,District 9,United States,5876.268.174,PROC,5876.268.174,5876.268.174,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
MCN01666,Connectrix,2461442,2461535,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PHOENIX,AZ,11/11/2003 0:00,Install - T&M,1/1/2014,1/31/2014,Not Entitled,1/26/2007 14:35,ED-140M,100-620-011,District 9,United States,Do Not Use This Revision,Install Base,Do Not Use This Revision,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
MCN01667,Connectrix,2461442,2461535,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PHOENIX,AZ,11/11/2003 0:00,Install - T&M,1/1/2014,1/31/2014,Not Entitled,2/5/2007 23:58,ED-140M,100-620-011,District 9,United States,9.00.00,Install Base,9.00.00,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
SA900044,Connectrix,2461442,2461535,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PHOENIX,AZ,3/30/2014 0:00,Install,3/1/2014,3/30/2018,Entitled,4/5/2014 13:55,EC-1700-B,100-605-056,District 9,United States,CUSTOMER INSTALLABLE,Install Base,CUSTOMER INSTALLABLE,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
US21M00E,Connectrix,2461442,2461535,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PHOENIX,AZ,2/10/2012 16:39,Install,1/1/2014,12/31/2014,Not Entitled,,ED-DCX-B,100-652-512,District 9,United States,,,,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
US29M005,Connectrix,2461442,2461535,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PHOENIX,AZ,2/10/2012 16:57,Install,1/1/2014,12/31/2014,Not Entitled,10/8/2012 1:35,ED-DCX-B,100-652-512,District 9,United States,6.4.2a,Install Base,6.4.2a,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
US29M012,Connectrix,2461442,2461535,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PHOENIX,AZ,2/10/2012 16:17,Install,1/1/2014,12/31/2014,Not Entitled,,ED-DCX-B,100-652-512,District 9,United States,,,,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
US29M013,Connectrix,2461442,2461535,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PHOENIX,AZ,2/10/2012 17:10,Install,1/1/2014,12/31/2014,Not Entitled,10/8/2012 1:47,ED-DCX-B,100-652-512,District 9,United States,6.4.2a,Install Base,6.4.2a,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
US40Q040,Switch,2461442,2461535,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PHOENIX,AZ,7/20/2011 18:15,Install,1/1/2014,12/31/2014,Not Entitled,,MP-7800B,100-652-579,District 9,United States,,,,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
US40Q041,Switch,2461442,2461535,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PHOENIX,AZ,7/20/2011 18:17,Install,1/1/2014,12/31/2014,Not Entitled,,MP-7800B,100-652-579,District 9,United States,,,,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
AP881405,Data Domain,30018841,30018934,,,,,CUSTOMER INC // PHX MF,PHOENIX,AZ,11/10/2013 0:00,Install,12/1/2013,11/30/2016,Entitled,,DD4500-CTL,900-565-017,District 9,United States,5.4.0.4,InstallBase,5.4.0.4,,,Americas CS Theater,Division 9,Region 9
AP006341,DLm,30018841,30018934,,,,,CUSTOMER INC // PHX MF,PHOENIX,AZ,1/17/2014 0:00,Install,12/1/2013,11/30/2016,Entitled,,DLM4-2100DFSM,900-566-037,District 9,United States,7.20-14592,InstallBase,7.20-14592,,,Americas CS Theater,Division 9,Region 9
AP006342,DLm,30018841,30018934,,,,,CUSTOMER INC // PHX MF,PHOENIX,AZ,1/17/2014 0:00,Install,,,,,DLM4-2100DFSM,900-566-037,District 9,United States,7.20-14592,InstallBase,7.20-14592,,,Americas CS Theater,Division 9,Region 9
BR50J018,Connectrix,30018841,30018934,,,,,CUSTOMER INC // PHX MF,PHOENIX,AZ,3/30/2014 0:00,Install,4/1/2014,4/30/2018,Entitled,4/5/2014 13:51,ED-DCX8510-4B,100-652-849,District 9,United States,CUSTOMER INSTALLABLE,Install Base,CUSTOMER INSTALLABLE,,,Americas CS Theater,Division 9,Region 9
BR50J01B,Connectrix,30018841,30018934,,,,,CUSTOMER INC // PHX MF,PHOENIX,AZ,3/30/2014 0:00,Install,4/1/2014,4/30/2018,Entitled,4/5/2014 13:51,ED-DCX8510-4B,100-652-849,District 9,United States,CUSTOMER INSTALLABLE,Install Base,CUSTOMER INSTALLABLE,,,Americas CS Theater,Division 9,Region 9
BR02J002,Switch,30018841,30018934,,,,,CUSTOMER INC // PHX MF,PHOENIX,AZ,7/20/2011 18:18,Install,1/1/2014,3/31/2014,Not Entitled,,MP-7800B,100-652-579,District 9,United States,,,7.2.1a,,,Americas CS Theater,Division 9,Region 9
HK702000,Symmetrix,30018841,30018934,,,,,CUSTOMER INC // PHX MF,PHOENIX,AZ,1/30/2014 0:00,Install,4/1/2014,4/30/2018,Entitled,4/2/2015 7:20,SD-3D,900-886-016,District 9,United States,5876.268.174,ERRS,5876.268.174,5876.268.174,,Americas CS Theater,Division 9,Region 9
US40P045,Switch,30018841,30018934,,,,,CUSTOMER INC // PHX MF,PHOENIX,AZ,7/20/2011 18:31,Install,1/1/2014,12/31/2014,Not Entitled,,MP-7800B,100-652-579,District 9,United States,,,,,,Americas CS Theater,Division 9,Region 9
04013895,ESRS,7777661,7777754,JOE CE,joe.ce@emc.com,,,CUSTOMER,ARCADIA,CA,3/30/2013 0:00,Install,,,,,ESRS-GW-200,953-002-303,District 9,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
05004061,RecoverPoint,7777661,7777754,JOE CE,joe.ce@emc.com,,,CUSTOMER,ARCADIA,CA,3/30/2013 0:00,Install,3/30/2013,3/29/2016,Entitled,,RPS-V53,100S-001829,District 9,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
AP902416,Celerra,7777661,7777754,JOE CE,joe.ce@emc.com,,,CUSTOMER,ARCADIA,CA,5/4/2007 0:00,Install - T&M,1/1/2013,3/31/2013,Not Entitled,,NS350-AUXCR,100-520-306,District 9,United States,02.26.300.5.025,InstallBase,02.26.300.5.025,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
AP201068,Celerra,7777661,7777754,JOE CE,joe.ce@emc.com,,,CUSTOMER,ARCADIA,CA,5/4/2007 0:00,Install - T&M,1/1/2013,3/31/2013,Not Entitled,8/28/2013 9:17,NS352C-4-A-FD,100-520-305,District 9,United States,5.6.49.3,ConnectHome,5.6.49.3,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
AP004913,VNX,7777661,7777754,JOE CE,joe.ce@emc.com,,,CUSTOMER,ARCADIA,CA,4/30/2013 0:00,Install,3/30/2013,4/28/2016,Entitled,,VNX53D256010M,900-567-002,District 9,United States,05.32.000.5.206,InstallBase,05.32.000.5.206,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
6F642044,Data Domain,14069056,14069149,,,,,CUSTOMER BLACK HAWK,PLEASANTON,CA,8/13/2007 0:00,Install,,,,,DD560,P-DD560,District 9,United States,5.2.6.0,InstallBase,5.2.6.0,,,Americas CS Theater,Division 9,Region 9
05004982,RecoverPoint,2461484,2461577,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PLEASANTON,CA,12/30/2013 0:00,Install,4/1/2014,3/31/2018,Entitled,,RPS-V53,100S-001829,District 9,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
AP901559,Celerra,2461484,2461577,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PLEASANTON,CA,5/8/2007 0:00,Install,1/1/2013,3/31/2013,Not Entitled,,NS40-AUX,100-520-508,District 9,United States,03.26.040.5.031,InstallBase,03.26.040.5.031,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
AP918264,VNX,2461484,2461577,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,PLEASANTON,CA,3/5/2013 5:00,Install,4/1/2014,4/30/2018,Entitled,,VNX53D256010,900-567-002,District 9,United States,05.32.000.5.201,InstallBase,05.32.000.5.201,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
04014056,ESRS,7818954,7819047,JOE CE,joe.ce@emc.com,,,"CUSTOMER, Inc",PLEASANTON,CA,3/31/2013 0:00,Install,,,,,ESRS-GW-200,953-002-303,District 9,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
05004071,RecoverPoint,7818954,7819047,JOE CE,joe.ce@emc.com,,,"CUSTOMER, Inc",PLEASANTON,CA,3/31/2013 0:00,Install,3/31/2013,3/30/2016,Entitled,,RPS-V53,100S-001829,District 9,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
AP003625,Celerra,7818954,7819047,JOE CE,joe.ce@emc.com,,,"CUSTOMER, Inc",PLEASANTON,CA,5/1/2007 0:00,Install - T&M,1/1/2013,3/31/2013,Not Entitled,,NS350-AUXCR,100-520-306,District 9,United States,02.26.300.5.025,InstallBase,02.26.300.5.025,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
AP300515,Celerra,7818954,7819047,JOE CE,joe.ce@emc.com,,,"CUSTOMER, Inc",PLEASANTON,CA,5/1/2007 0:00,Install - T&M,1/1/2013,3/31/2013,Not Entitled,,NS352C-4-A-FD,100-520-305,District 9,United States,5.6.49.3,InstallBase,5.6.49.3,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
AP930043,VNX,7818954,7819047,JOE CE,joe.ce@emc.com,,,"CUSTOMER, Inc",PLEASANTON,CA,8/27/2014 0:00,Install,3/30/2013,4/28/2016,Entitled,,VNX53D256010M,900-567-002,District 9,United States,05.32.000.5.206,InstallBase,05.32.000.5.206,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
AP937036,VNX,7818954,7819047,JOE CE,joe.ce@emc.com,,,"CUSTOMER, Inc",PLEASANTON,CA,4/30/2013 0:00,Install,3/31/2013,4/29/2016,Entitled,,VNX53D256010M,900-567-002,District 9,United States,05.32.000.5.206,InstallBase,05.32.000.5.206,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
04014118,ESRS,2549175,2549268,JOE CE,joe.ce@emc.com,,,CUSTOMER STORES INC,WALNUT CREEK,CA,3/30/2013 0:00,Install,,,,,ESRS-GW-200,953-002-303,District 9,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
05004048,RecoverPoint,2549175,2549268,JOE CE,joe.ce@emc.com,,,CUSTOMER STORES INC,WALNUT CREEK,CA,3/30/2013 0:00,Install,3/30/2013,3/29/2016,Entitled,,RPS-V53,100S-001829,District 9,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
AP003624,Celerra,2549175,2549268,JOE CE,joe.ce@emc.com,,,CUSTOMER STORES INC,WALNUT CREEK,CA,4/18/2007 0:00,Install - T&M,1/1/2013,3/31/2013,Not Entitled,,NS350-AUXCR,100-520-306,District 9,United States,02.26.300.5.025,InstallBase,02.26.300.5.025,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
AP300516,Celerra,2549175,2549268,JOE CE,joe.ce@emc.com,,,CUSTOMER STORES INC,WALNUT CREEK,CA,4/18/2007 0:00,Install - T&M,1/1/2013,3/31/2013,Not Entitled,8/24/2013 7:08,NS352C-4-A-FD,100-520-305,District 9,United States,5.6.49.3,ConnectHome,5.6.49.3,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
04014124,ESRS,7777729,7777822,,,,,CUSTOMER,HOUSTON,TX,3/30/2013 0:00,Install,,,,,ESRS-GW-200,953-002-303,District 9,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
05004056,RecoverPoint,7777729,7777822,,,,,CUSTOMER,HOUSTON,TX,3/30/2013 0:00,Install,3/30/2013,3/29/2016,Entitled,,RPS-V53,100S-001829,District 9,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
AP930041,VNX,7777729,7777822,,,,,CUSTOMER,HOUSTON,TX,4/29/2013 12:00,Install,3/30/2013,4/28/2016,Entitled,,VNX53D256010M,900-567-002,District 9,United States,05.31.000.5.726,InstallBase,05.31.000.5.726,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
04000085,ESRS,2461470,2461563,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,SALT LAKE CITY,UT,10/8/2010 11:07,Install,,,,,ESRS-GW-200,953-002-303,District 9,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
04000175,ESRS,2461470,2461563,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,SALT LAKE CITY,UT,10/15/2010 10:52,Install,,,,,ESRS-GW-200,953-002-303,District 9,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
04010108,ESRS,2461470,2461563,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,SALT LAKE CITY,UT,4/10/2013 0:00,Install,,,,,ESRS-GW-200,953-002-303,District 9,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
BR48G00A,Switch,2461470,2461563,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,SALT LAKE CITY,UT,10/23/2014 16:12,Install,1/1/2014,3/31/2014,Not Entitled,,MP-7800B,100-652-579,District 9,United States,,,6.4.2a,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
BR011630,Switch,2461470,2461563,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,SALT LAKE CITY,UT,9/22/2005 0:00,Install - T&M,1/1/2010,12/31/2011,Not Entitled,,DS-4100B-00,100-560-432,District 9,United States,,,5.3.0d,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
BR012020,Switch,2461470,2461563,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,SALT LAKE CITY,UT,9/22/2005 0:00,Install - T&M,1/1/2010,12/31/2011,Not Entitled,,DS-4100B-00,100-560-432,District 9,United States,,,5.3.0d,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
I660000N,Connectrix,2461470,2461563,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,SALT LAKE CITY,UT,7/28/2011 17:32,Install,1/1/2014,1/31/2014,Not Entitled,,ED-140M,100-620-020,District 9,United States,,,,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
I660001N,Connectrix,2461470,2461563,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,SALT LAKE CITY,UT,7/28/2011 17:34,Install,1/1/2014,1/31/2014,Not Entitled,,ED-140M,100-620-020,District 9,United States,,,,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
MC010179,Switch,2461470,2461563,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,SALT LAKE CITY,UT,4/17/2003 0:00,Install,4/17/2006,4/16/2007,Not Entitled,,DS-24M2-08,118032296,District 9,United States,,,5.01.08,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
MC010248,Switch,2461470,2461563,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,SALT LAKE CITY,UT,4/17/2003 0:00,Install - T&M,4/17/2006,4/16/2007,Not Entitled,,DS-24M2-08,118032296,District 9,United States,,,6.02.00,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
US39Q2R2,Switch,2461470,2461563,JOE CE,joe.ce@emc.com,,,CUSTOMER INC,SALT LAKE CITY,UT,7/20/2011 18:01,Install,1/1/2014,12/31/2014,Not Entitled,,MP-7800B,100-652-579,District 9,United States,,,7.1.0c,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
AP916081,Data Domain,30018847,30018940,,,,,CUSTOMER INC // CUL MF,CULPEPER,VA,10/11/2013 1:00,Install,12/1/2013,11/30/2016,Entitled,,DD4500-CTL,900-565-017,District 9,United States,5.4.1.2,InstallBase,5.4.1.2,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
AP011044,DLm,30018847,30018940,,,,,CUSTOMER INC // CUL MF,CULPEPER,VA,12/7/2013 9:34,Install,,,,,DLM4-2100DFSM,900-566-037,District 9,United States,7.20-14592,InstallBase,7.20-14592,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
AP011045,DLm,30018847,30018940,,,,,CUSTOMER INC // CUL MF,CULPEPER,VA,12/7/2013 9:32,Install,,,,,DLM4-2100DFSM,900-566-037,District 9,United States,7.20-14592,InstallBase,7.20-14592,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
BR50J016,Connectrix,30018847,30018940,,,,,CUSTOMER INC // CUL MF,CULPEPER,VA,3/30/2014 0:00,Install,3/1/2014,3/30/2018,Entitled,4/5/2014 13:51,ED-DCX8510-4B,100-652-849,District 9,United States,CUSTOMER INSTALLABLE,Install Base,CUSTOMER INSTALLABLE,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
BR50J017,Connectrix,30018847,30018940,,,,,CUSTOMER INC // CUL MF,CULPEPER,VA,3/30/2014 0:00,Install,3/1/2014,3/30/2018,Entitled,4/5/2014 13:52,ED-DCX8510-4B,100-652-849,District 9,United States,CUSTOMER INSTALLABLE,Install Base,CUSTOMER INSTALLABLE,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
BR50J009,Switch,30018847,30018940,,,,,CUSTOMER INC // CUL MF,CULPEPER,VA,3/30/2014 0:00,Install,3/1/2014,3/30/2017,Entitled,,MP-7800B,100-652-579,District 9,United States,,,CUSTOMER INSTALLABLE,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
BR50J00E,Switch,30018847,30018940,,,,,CUSTOMER INC // CUL MF,CULPEPER,VA,3/30/2014 0:00,Install,3/1/2014,3/30/2017,Entitled,,MP-7800B,100-652-579,District 9,United States,,,CUSTOMER INSTALLABLE,,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
HK702061,Symmetrix,30018847,30018940,,,,,CUSTOMER INC // CUL MF,CULPEPER,VA,1/29/2014 12:00,Install,3/1/2014,3/30/2018,Entitled,4/2/2015 9:46,SD-3D,900-886-016,District 9,United States,5876.268.174,PROC,5876.268.174,5876.268.174,joe.ce@emc.com,Americas CS Theater,Division 9,Region 9
04020475,ESRS,27250453,27250546,,,,,CUSTOMER INC. C/O TERRAMARK ? NAP OF THE CAPITAL REGION//VCE,CULPEPER,VA,12/30/2013 0:00,Install,,,,,ESRS-GW-200,953-002-303,District 9,United States,,InstallBase,,,,Americas CS Theater,Division 9,Region 9
3F738716,Data Domain,27250453,27250546,,,,,CUSTOMER INC. C/O TERRAMARK ? NAP OF THE CAPITAL REGION//VCE,CULPEPER,VA,9/29/2013 0:00,Install,12/1/2013,11/30/2016,Entitled,,DD990-CTL-B,P-DD990-CTL,District 9,United States,5.4.4.3,InstallBase,5.4.4.3,,,Americas CS Theater,Division 9,Region 9
AP402562,VNXe,27250453,27250546,,,,,CUSTOMER INC. C/O TERRAMARK ? NAP OF THE CAPITAL REGION//VCE,CULPEPER,VA,7/2/2013 0:00,Install,4/3/2013,5/2/2016,Entitled,,V212D08A12PM,900-541-015,District 9,United States,2.4.2.21519,InstallBase,2.4.2.21519,,,Americas CS Theater,Division 9,Region 9
AP241210,VNX,27250453,27250546,,,,,CUSTOMER INC. C/O TERRAMARK ? NAP OF THE CAPITAL REGION//VCE,CULPEPER,VA,1/30/2014 12:00,Install,4/1/2014,4/30/2018,Entitled,,VNXB54DP25,900-566-029,District 9,United States,05.33.000.5.051,InstallBase,05.33.000.5.051,,,Americas CS Theater,Division 9,Region 9
BR32D093,Connectrix,27250453,27250546,,,,,CUSTOMER INC. C/O TERRAMARK ? NAP OF THE CAPITAL REGION//VCE,CULPEPER,VA,3/30/2014 0:00,Install,3/1/2014,3/30/2018,Entitled,2/16/2015 5:00,ED-DCX-B,100-652-512,District 9,United States,7.3.0b,Install Base,7.3.0b,,,Americas CS Theater,Division 9,Region 9
BR35F019,Connectrix,27250453,27250546,,,,,CUSTOMER INC. C/O TERRAMARK ? NAP OF THE CAPITAL REGION//VCE,CULPEPER,VA,3/30/2014 0:00,Install,3/1/2014,3/30/2018,Entitled,4/5/2014 13:54,ED-DCX-B,100-652-512,District 9,United States,CUSTOMER INSTALLABLE,Install Base,6.1,,,Americas CS Theater,Division 9,Region 9
BR50J00A,Switch,27250453,27250546,,,,,CUSTOMER INC. C/O TERRAMARK ? NAP OF THE CAPITAL REGION//VCE,CULPEPER,VA,3/30/2014 0:00,Install,3/1/2014,3/30/2017,Entitled,,MP-7800B,100-652-579,District 9,United States,,,CUSTOMER INSTALLABLE,,,Americas CS Theater,Division 9,Region 9
